Sample	Chromosome	Start Position	End Position	Num markers	Seg.CN
cn1D	chr1	69381	125312698	13133	-0.138838
cn1D	chr1	143281044	248918365	11298	0.0731137
cn1D	chr2	41605	90525254	6751	0.0315586
cn1D	chr2	91283966	242003780	12083	-0.0287833
cn1D	chr3	150500	93722233	7480	-0.148395
cn1D	chr3	93722233	198038669	7715	0.105498
cn1D	chr4	59429	9172672	1190	-0.0645715
cn1D	chr4	9368889	190026768	9462	-0.138941
cn1D	chr5	140305	47365108	2385	-0.0422019
cn1D	chr5	49488671	181260815	9523	-0.170365
cn1D	chr6	150500	32459319	3102	-0.0786288
cn1D	chr6	32741441	170583749	9863	-0.0403041
cn1D	chr7	150500	143478798	10738	-0.0230173
cn1D	chr7	143623899	159142547	1233	0.000701706
cn1D	chr8	150500	145054159	8906	0.0010106
cn1D	chr9	154630	45525913	2611	-0.0457129
cn1D	chr9	60497470	138177264	7303	-0.0570205
cn1D	chr10	49179	79614115	5246	-0.162253
cn1D	chr10	79907667	133626306	5045	-0.163531
cn1D	chr11	150500	50877111	4954	-0.0929263
cn1D	chr11	51026130	54453547	23	-0.973616
cn1D	chr11	54453547	55602938	34	-0.0247211
cn1D	chr11	55603438	55651841	13	-25.531
cn1D	chr11	55652341	134986058	9011	-0.0897092
cn1D	chr12	99144	9443678	1625	0.0811682
cn1D	chr12	9595271	133234356	12016	-0.0507226
cn1D	chr13	15879861	57017795	2765	-0.154211
cn1D	chr13	57171357	114326283	2148	-0.150937
cn1D	chr14	15939217	106874055	7790	-0.142527
cn1D	chr15	16962086	84444649	7309	-0.0294367
cn1D	chr15	84603925	101922767	1368	0.0464249
cn1D	chr16	47427	38279231	5017	0.0697759
cn1D	chr16	46324795	90094829	4664	0.0630298
cn1D	chr17	156218	37874251	5856	0.0810759
cn1D	chr17	38195871	83135126	7696	0.0933353
cn1D	chr18	117084	80247350	4283	-0.0475718
cn1D	chr19	110970	25027980	6307	0.137109
cn1D	chr19	27126811	51630218	5414	0.0790389
cn1D	chr19	51643534	51645532	3	-26.5197
cn1D	chr19	51645779	58571429	1832	0.0528744
cn1D	chr20	87707	64273602	6006	0.0646399
cn1D	chr21	4942906	46664374	2529	-0.121366
cn1D	chr22	10395631	50782296	4934	0.0965577
cn1D	chrX	150500	120875450	7318	-0.531967
cn1D	chrX	121047962	156007790	2313	-0.493722
cn1D	chrY	2786986	9255287	119	-0.0447656
cn1D	chrY	9547584	12405975	25	1.76843
cn1D	chrY	12406795	21386263	249	-0.261616
cn1D	chrY	21386763	56959891	41	2.04547
