Sample	Chromosome	Start Position	End Position	Num markers	Seg.CN
48A1	chr1	69381	125312698	13133	-0.031827
48A1	chr1	143281044	248918365	11298	-0.0399084
48A1	chr2	41605	90525254	6751	-0.0464603
48A1	chr2	91283966	242003780	12083	-0.0180098
48A1	chr3	150500	198038669	15195	-0.0311445
48A1	chr4	59429	9172672	1190	0.0133753
48A1	chr4	9368889	190026768	9462	-0.0237487
48A1	chr5	140305	47365108	2385	-0.0067238
48A1	chr5	49488671	181260815	9523	-0.0300369
48A1	chr6	150500	32459319	3102	-0.0897961
48A1	chr6	32741441	170583749	9863	-0.0301693
48A1	chr7	150500	100733668	7015	-0.0299202
48A1	chr7	100734168	100737349	5	-19.3505
48A1	chr7	100738460	143478798	3718	-0.0316991
48A1	chr7	143623899	159142547	1233	-0.0115995
48A1	chr8	150500	145054159	8906	-0.0254846
48A1	chr9	154630	45525913	2611	-0.0190226
48A1	chr9	60497470	138177264	7303	-0.0307037
48A1	chr10	49179	79614115	5246	-0.0375473
48A1	chr10	79907667	133626306	5045	-0.0368568
48A1	chr11	150500	50877111	4954	-0.0199144
48A1	chr11	51026130	134986058	9081	-0.0306283
48A1	chr12	99144	9443678	1625	-0.0642869
48A1	chr12	9595271	133234356	12016	-0.0510944
48A1	chr13	15879861	57017795	2765	-0.0216346
48A1	chr13	57171357	114326283	2148	-0.0051079
48A1	chr14	15939217	106874055	7790	-0.0456221
48A1	chr15	16962086	84444649	7309	-0.0352837
48A1	chr15	84603925	101922767	1368	-0.0328799
48A1	chr16	47427	38279231	5017	-0.0301323
48A1	chr16	46324795	90094829	4664	-0.018614
48A1	chr17	156218	37874251	5856	-0.0538342
48A1	chr17	38195871	83135126	7696	-0.0549314
48A1	chr18	117084	80247350	4283	-0.0184389
48A1	chr19	110970	25027980	6307	-0.0625725
48A1	chr19	27126811	58571429	7249	-0.0711991
48A1	chr20	87707	64273602	6006	-0.0250536
48A1	chr21	4942906	46664374	2529	-0.0273547
48A1	chr22	10395631	50782296	4934	-0.0313079
48A1	chrX	150500	120875450	7318	-0.592489
48A1	chrX	121047962	155659573	2291	-0.570258
48A1	chrX	155659573	156007790	22	-0.0479491
48A1	chrY	2786986	9255287	119	0.398415
48A1	chrY	9547584	12405975	25	2.12214
48A1	chrY	12406795	21386263	249	0.0950972
48A1	chrY	21386763	56959891	41	2.24822
48A2	chr1	69381	125312698	13133	-0.029832
48A2	chr1	143281044	248918365	11298	-0.0516029
48A2	chr2	41605	90525254	6751	-0.0500053
48A2	chr2	91283966	242003780	12083	-0.0319172
48A2	chr3	150500	198038669	15195	-0.0315635
48A2	chr4	59429	9172672	1190	0.0143885
48A2	chr4	9368889	190026768	9462	-0.0307547
48A2	chr5	140305	47365108	2385	-0.00500969
48A2	chr5	49488671	181260815	9523	-0.0407089
48A2	chr6	150500	32294125	3070	-0.0378613
48A2	chr6	32299919	32459319	32	-0.733015
48A2	chr6	32741441	170583749	9863	-0.0352318
48A2	chr7	150500	143478798	10738	-0.0427767
48A2	chr7	143623899	159142547	1233	-0.0264537
48A2	chr8	150500	145054159	8906	-0.0235615
48A2	chr9	154630	45525913	2611	-0.0381613
48A2	chr9	60497470	138177264	7303	-0.0399781
48A2	chr10	49179	79614115	5246	-0.0427844
48A2	chr10	79907667	133626306	5045	-0.0409481
48A2	chr11	150500	50877111	4954	-0.00982655
48A2	chr11	51026130	134986058	9081	-0.0301189
48A2	chr12	99144	9443678	1625	-0.0696185
48A2	chr12	9595271	133234356	12016	-0.0454407
48A2	chr13	15879861	57017795	2765	-0.0355633
48A2	chr13	57171357	114326283	2148	-0.018548
48A2	chr14	15939217	106874055	7790	-0.0420546
48A2	chr15	16962086	84444649	7309	-0.0424442
48A2	chr15	84603925	101922767	1368	-0.0383159
48A2	chr16	47427	38279231	5017	-0.0137101
48A2	chr16	46324795	90094829	4664	-0.0183462
48A2	chr17	156218	37874251	5856	-0.0335863
48A2	chr17	38195871	38241700	10	-1.10457
48A2	chr17	38242200	83135126	7686	-0.0353
48A2	chr18	117084	80247350	4283	-0.0325467
48A2	chr19	110970	25027980	6307	-0.024384
48A2	chr19	27126811	58571429	7249	-0.0486688
48A2	chr20	87707	64273602	6006	-0.0190502
48A2	chr21	4942906	46664374	2529	-0.00850647
48A2	chr22	10395631	50782296	4934	-0.0205498
48A2	chrX	150500	120875450	7318	-0.609992
48A2	chrX	121047962	156007790	2313	-0.599882
