Sample	Chromosome	Start Position	End Position	Num markers	Seg.CN
58A1	chr1	69381	125312698	13133	-0.013874
58A1	chr1	143281044	248918365	11298	-0.013531
58A1	chr2	41605	90525254	6751	-0.0248504
58A1	chr2	91283966	242003780	12083	-0.0218859
58A1	chr3	150500	198038669	15195	-0.0171409
58A1	chr4	59429	9172672	1190	-0.0561888
58A1	chr4	9368889	190026768	9462	-0.0219019
58A1	chr5	140305	47365108	2385	-0.0255629
58A1	chr5	49488671	181260815	9523	-0.00797057
58A1	chr6	150500	32459319	3102	-0.0424077
58A1	chr6	32741441	170583749	9863	-0.0183693
58A1	chr7	150500	102491123	7409	-0.040979
58A1	chr7	102496139	102677984	26	-1.38429
58A1	chr7	102703314	143478798	3303	-0.0325988
58A1	chr7	143623899	159142547	1233	-0.0277849
58A1	chr8	150500	145054159	8906	-0.0213522
58A1	chr9	154630	45525913	2611	0.00336996
58A1	chr9	60497470	138177264	7303	-0.0481246
58A1	chr10	49179	79614115	5246	-0.0346939
58A1	chr10	79907667	133626306	5045	-0.0264443
58A1	chr11	150500	50877111	4954	-0.0281602
58A1	chr11	51026130	134986058	9081	-0.0123597
58A1	chr12	99144	9443678	1625	-0.0294104
58A1	chr12	9595271	133234356	12016	-0.0338307
58A1	chr13	15879861	57017795	2765	-0.00829343
58A1	chr13	57171357	114326283	2148	-0.00797364
58A1	chr14	15939217	106874055	7790	-0.0251205
58A1	chr15	16962086	20238901	24	0.454513
58A1	chr15	20239401	22542839	51	-0.581324
58A1	chr15	22572928	49281484	3247	-0.031483
58A1	chr15	49281984	49422714	15	-0.987461
58A1	chr15	49424295	84444649	3972	-0.0226999
58A1	chr15	84603925	101922767	1368	0.00419152
58A1	chr16	47427	38279231	5017	-0.0525288
58A1	chr16	46324795	90094829	4664	-0.018367
58A1	chr17	156218	37874251	5856	-0.0268111
58A1	chr17	38195871	38256397	12	-0.942369
58A1	chr17	38256897	46286091	2294	-0.0315316
58A1	chr17	46331024	46704856	38	-0.75197
58A1	chr17	46710960	83034532	5343	-0.0258092
58A1	chr17	83035032	83135126	9	-0.784792
58A1	chr18	117084	80247350	4283	-0.0436008
58A1	chr19	110970	25027980	6307	-0.0936209
58A1	chr19	27126811	58571429	7249	-0.0931247
58A1	chr20	87707	64273602	6006	-0.0231636
58A1	chr21	4942906	46664374	2529	-0.0416821
58A1	chr22	10395631	50782296	4934	-0.0332143
58A1	chrX	150500	120875450	7318	-0.604434
58A1	chrX	121047962	156007790	2313	-0.596044
58A1	chrY	2786986	9255287	119	0.209131
58A1	chrY	9547584	12391369	24	1.95629
58A1	chrY	12392643	21386263	250	-0.124597
58A1	chrY	21386763	56959891	41	2.10186
58A2	chr1	69381	125312698	13133	-0.0216821
58A2	chr1	143281044	248918365	11298	-0.0183695
58A2	chr2	41605	90525254	6751	-0.00760237
58A2	chr2	91283966	242003780	12083	-0.022449
