Sample	Chromosome	Start Position	End Position	Num markers	Seg.CN
15C1	chr1	69381	125312698	13133	-0.0509136
15C1	chr1	143281044	248918365	11298	-0.0149816
15C1	chr2	41605	90525254	6751	-0.00501779
15C1	chr2	91283966	242003780	12083	-0.0450497
15C1	chr3	150500	198038669	15195	-0.0350934
15C1	chr4	59429	9172672	1190	-0.00581582
15C1	chr4	9368889	190026768	9462	-0.0618137
15C1	chr5	140305	47365108	2385	-0.0195936
15C1	chr5	49488671	180948948	9457	-0.0737411
15C1	chr5	180949236	181002785	9	-23.8593
15C1	chr5	181003855	181260815	57	-0.151177
15C1	chr6	150500	32459319	3102	-0.0461738
15C1	chr6	32741441	170583749	9863	-0.0652073
15C1	chr7	150500	57918704	3935	-0.00827488
15C1	chr7	57918704	62998928	34	0.602397
15C1	chr7	62998928	102474537	3439	-0.0301967
15C1	chr7	102490985	102677984	27	0.746869
15C1	chr7	102703314	143478798	3303	-0.0304604
15C1	chr7	143623899	159142547	1233	-0.0206864
15C1	chr8	150500	145054159	8906	-0.0335327
15C1	chr9	154630	27157328	1335	-0.0667831
15C1	chr9	27157828	45525913	1276	0.0595491
15C1	chr9	60497470	138177264	7303	-0.0165419
15C1	chr10	49179	79614115	5246	-0.0630137
15C1	chr10	79907667	133626306	5045	-0.0441856
15C1	chr11	150500	50877111	4954	-0.0127966
15C1	chr11	51026130	134986058	9081	-0.0189959
15C1	chr12	99144	7869880	1319	-0.00699788
15C1	chr12	7870380	7933179	15	0.573019
15C1	chr12	7933807	9443678	291	-0.0465588
15C1	chr12	9595271	133234356	12016	-0.0277933
15C1	chr13	15879861	57017795	2765	-0.0550981
15C1	chr13	57171357	114326283	2148	-0.0513164
15C1	chr14	15939217	106874055	7790	-0.044356
15C1	chr15	16962086	84444649	7309	-0.050379
15C1	chr15	84603925	101922767	1368	-0.0408911
15C1	chr16	47427	38279231	5017	-0.00581455
15C1	chr16	46324795	90094829	4664	-0.016618
15C1	chr17	156218	37874251	5856	-0.0249751
15C1	chr17	38195871	83135126	7696	-0.0155654
15C1	chr18	117084	80247350	4283	0.0147391
15C1	chr19	110970	25027980	6307	-0.0197009
15C1	chr19	27126811	58571429	7249	-0.04301
15C1	chr20	87707	64273602	6006	-0.000673076
15C1	chr21	4942906	46664374	2529	-0.0427016
15C1	chr22	10395631	50782296	4934	0.0148701
15C1	chrX	150500	120875450	7318	-0.596282
15C1	chrX	121047962	154156535	1922	-0.590513
15C1	chrX	154157035	154254485	10	0.906635
15C1	chrX	154295857	155659573	359	-0.592075
15C1	chrX	155659573	156007790	22	-0.00141882
15C1	chrY	2786986	9255287	119	0.302391
15C1	chrY	9547584	12391369	24	2.08986
15C1	chrY	12392643	21386263	250	-0.0190325
15C1	chrY	21386763	56959891	41	2.00445
63C1	chr1	69381	125312698	13133	-0.05869
63C1	chr1	143281044	248918365	11298	0.0225717
63C1	chr2	41605	90525254	6751	-0.018147
63C1	chr2	91283966	242003780	12083	9.77801e-05
63C1	chr3	150500	198038669	15195	0.00384535
63C1	chr4	59429	9172672	1190	-0.0724349
63C1	chr4	9368889	190026768	9462	-0.0338509
63C1	chr5	140305	1882649	316	0.00368398
63C1	chr5	1883149	10227649	265	0.241759
63C1	chr5	10235208	47365108	1804	0.0516117
63C1	chr5	49488671	181260815	9523	-0.0404556
63C1	chr6	150500	32459319	3102	-0.108187
63C1	chr6	32741441	170583749	9863	0.000804218
63C1	chr7	150500	5214484	554	-0.0840796
63C1	chr7	5214488	6823362	333	-0.249417
63C1	chr7	6824086	57918704	3048	0.00989278
63C1	chr7	57918704	62998928	34	0.892906
63C1	chr7	62998928	65399877	112	-0.0452744
63C1	chr7	65400377	77893664	897	-0.174519
63C1	chr7	77900710	97963158	1303	0.0332331
63C1	chr7	97964981	103354951	1261	-0.105062
63C1	chr7	103355691	143478798	3196	0.0291522
63C1	chr7	143623899	159142547	1233	-0.0338962
63C1	chr8	150500	145054159	8906	-0.0137826
63C1	chr9	154630	45525913	2611	0.0127768
63C1	chr9	60497470	115703044	3715	-0.0272633
63C1	chr9	115703044	120388733	126	0.258831
63C1	chr9	120389233	123792632	513	-0.0114946
63C1	chr9	123793132	138177264	2949	-0.114002
63C1	chr10	49179	79614115	5246	-0.0376025
63C1	chr10	79907667	133626306	5045	-0.021507
63C1	chr11	150500	4111642	929	-0.0893753
63C1	chr11	4111897	45915570	3332	0.0465595
63C1	chr11	45915700	50877111	693	-0.0833145
63C1	chr11	51026130	134986058	9081	-0.030884
63C1	chr12	99144	9443678	1625	-0.0356389
63C1	chr12	9595271	133234356	12016	-0.057913
63C1	chr13	15879861	18126913	15	0.900935
63C1	chr13	18126913	57017795	2750	-0.0668817
63C1	chr13	57171357	114326283	2148	-0.0228629
63C1	chr14	15939217	106874055	7790	-0.0797962
63C1	chr15	16962086	84444649	7309	0.00764493
63C1	chr15	84603925	101922767	1368	0.0638336
63C1	chr16	47427	38279231	5017	-0.101406
63C1	chr16	46324795	90094829	4664	-0.0564358
63C1	chr17	156218	37874251	5856	-0.0528965
63C1	chr17	38195871	83135126	7696	-0.0730807
63C1	chr18	117084	15452504	1105	-0.0455693
63C1	chr18	15452504	20802276	36	0.839806
63C1	chr18	20802276	80247350	3142	0.0185923
63C1	chr19	110970	8868576	2526	-0.194558
63C1	chr19	8871479	9094188	206	0.0902433
63C1	chr19	9102266	25027980	3575	-0.155873
63C1	chr19	27126811	58571429	7249	-0.0934203
63C1	chr20	87707	64273602	6006	-0.0103628
63C1	chr21	4942906	46664374	2529	-0.0376212
63C1	chr22	10395631	50782296	4934	-0.0585922
63C1	chrX	150500	120875450	7318	-0.58629
63C1	chrX	121047962	155544593	2289	-0.580169
63C1	chrX	155545093	156007790	24	0.00105344
63C1	chrY	2786986	9255287	119	0.113689
63C1	chrY	9547584	12391369	24	1.94789
63C1	chrY	12392643	21386263	250	-0.0453905
63C1	chrY	21386763	56959891	41	1.64972
63C2	chr1	69381	2644478	613	-0.323282
63C2	chr1	2645292	29181754	3895	-0.148505
63C2	chr1	29182254	125312698	8625	0.0250772
63C2	chr1	143281044	195483594	6122	-0.0624959
63C2	chr1	195483594	248918365	5176	0.080338
63C2	chr2	41605	26309581	1561	-0.0773262
63C2	chr2	26309943	39551480	1669	0.105336
63C2	chr2	39551480	84822100	3058	0.250643
63C2	chr2	84823952	90525254	463	0.133818
63C2	chr2	91283966	201229085	7835	0.134303
63C2	chr2	201229585	242003780	4248	-0.142572
63C2	chr3	150500	90389053	7458	-0.117493
63C2	chr3	90389053	161503330	5173	0.0656998
63C2	chr3	161503330	195650883	2172	0.378856
63C2	chr3	195651383	195749066	19	-0.855612
63C2	chr3	195750886	198038669	373	0.288451
63C2	chr4	59429	9172672	1190	-0.17206
63C2	chr4	9368889	190026768	9462	-0.114007
63C2	chr5	140305	47365108	2385	0.0895023
63C2	chr5	49488671	181260815	9523	-0.1266
63C2	chr6	150500	32459319	3102	0.00382043
63C2	chr6	32741441	170583749	9863	0.0699664
63C2	chr7	150500	6813039	883	-0.0942668
63C2	chr7	6814761	57769285	3051	0.0369259
63C2	chr7	57769285	62998928	35	0.88278
63C2	chr7	62998928	88282887	1596	-0.0303914
63C2	chr7	88282887	143478798	5173	0.0978813
63C2	chr7	143623899	159142547	1233	0.0410838
63C2	chr8	150500	145054159	8906	0.0174476
63C2	chr9	154630	45525913	2611	0.0643703
63C2	chr9	60497470	115552835	3714	-0.0298284
63C2	chr9	115552835	120437529	142	0.20944
63C2	chr9	120439396	124405434	531	-0.0265638
63C2	chr9	124412349	138177264	2916	-0.111579
63C2	chr10	49179	79614115	5246	-0.0493646
63C2	chr10	79907667	133626306	5045	-0.0229686
63C2	chr11	150500	4102083	925	-0.0792443
63C2	chr11	4106043	50877111	4029	0.0835555
63C2	chr11	51026130	134986058	9081	-0.0619247
63C2	chr12	99144	9443678	1625	-0.0259412
63C2	chr12	9595271	133234356	12016	-0.0323533
63C2	chr13	15879861	57017795	2765	-0.146326
63C2	chr13	57171357	76948570	426	-0.147129
63C2	chr13	76952476	112545196	1412	-0.0114725
63C2	chr13	112545696	114326283	310	-0.173034
63C2	chr14	15939217	54397079	2899	-0.158381
63C2	chr14	54399887	104945500	4674	0.0236752
63C2	chr14	104945500	106874055	217	-0.125932
63C2	chr15	16962086	19814051	19	0.889043
63C2	chr15	19814051	22081331	39	-0.478898
63C2	chr15	22081331	60614391	4367	0.0741381
63C2	chr15	60614891	84444649	2884	0.175082
63C2	chr15	84603925	101922767	1368	0.264269
63C2	chr16	47427	38279231	5017	-0.0160589
63C2	chr16	46324795	90094829	4664	-0.0288909
63C2	chr17	156218	37874251	5856	0.0260999
63C2	chr17	38195871	83135126	7696	0.00114116
63C2	chr18	117084	15452504	1105	0.028781
63C2	chr18	15452504	20802276	36	0.785838
63C2	chr18	20802276	24450849	437	0.033724
63C2	chr18	24460726	50194264	1279	0.121471
63C2	chr18	50194764	65862946	859	0.00623491
63C2	chr18	65863446	80247350	567	-0.158417
63C2	chr19	110970	4153776	1183	-0.177274
63C2	chr19	4154896	8697950	1309	-0.0600589
63C2	chr19	8697950	9296651	289	0.15994
63C2	chr19	9296651	25027980	3526	-0.033615
63C2	chr19	27126811	32209993	111	0.230644
63C2	chr19	32209993	35372402	508	-0.10595
63C2	chr19	35372902	36111601	383	0.34261
63C2	chr19	36112759	38304966	433	0.219924
63C2	chr19	38305349	43203383	1422	0.421596
63C2	chr19	43203883	43253648	3	-26.583
63C2	chr19	43254148	44993049	481	0.416284
63C2	chr19	45002947	47270690	579	-0.0353396
63C2	chr19	47271079	55692796	2556	-0.201438
63C2	chr19	55692950	56779474	228	-0.0881784
63C2	chr19	56781950	57329267	95	0.0831244
63C2	chr19	57329767	58571429	450	-0.163613
63C2	chr20	87707	64273602	6006	0.0506096
63C2	chr21	4942906	46664374	2529	-0.0799142
63C2	chr22	10395631	50267050	4676	0.0363463
63C2	chr22	50267124	50782296	258	-0.295844
63C2	chrX	150500	2726375	146	-0.371228
63C2	chrX	2733355	47054392	2403	-0.60343
63C2	chrX	47054392	120875450	4769	-0.515735
63C2	chrX	121047962	155524634	2288	-0.531951
63C2	chrX	155525134	156007790	25	-0.0287378
63C2	chrY	2786986	9255287	119	-0.0559278
63C2	chrY	9547584	12405975	25	1.74367
63C2	chrY	12406795	21386263	249	-0.324342
63C2	chrY	21386763	56959891	41	1.48071
cn11C	chr1	69381	125312698	13133	-0.102093
cn11C	chr1	143281044	248918365	11298	0.0631544
cn11C	chr2	41605	90525254	6751	0.0362277
cn11C	chr2	91283966	242003780	12083	-0.0358665
cn11C	chr3	150500	146222073	11689	-0.0504166
cn11C	chr3	146222573	198038669	3506	0.361041
cn11C	chr4	59429	9172672	1190	-0.0984564
cn11C	chr4	9368889	190026768	9462	-0.111488
cn11C	chr5	140305	47365108	2385	-0.0335537
cn11C	chr5	49488671	181260815	9523	-0.0912785
cn11C	chr6	150500	32459319	3102	-0.051809
cn11C	chr6	32741441	170583749	9863	-0.0573561
cn11C	chr7	150500	143478798	10738	0.000694525
