Sample	Chromosome	Start Position	End Position	Num markers	Seg.CN
cn101C	chr1	69381	2563275	580	-0.003503
cn101C	chr1	2563775	12777601	1401	0.126323
cn101C	chr1	12778101	13242905	20	0.751216
cn101C	chr1	13369410	17022732	511	0.118956
cn101C	chr1	17023970	43878526	4231	0.235814
cn101C	chr1	43879877	65408785	2216	0.0950978
cn101C	chr1	65411247	125312698	4178	-0.0721549
cn101C	chr1	143281044	152759086	1205	0.270591
cn101C	chr1	152759586	154627353	481	-0.0302156
cn101C	chr1	154628498	155287339	282	0.385989
cn101C	chr1	155287778	156130775	277	-0.0360087
cn101C	chr1	156134400	157518499	432	0.394943
cn101C	chr1	157518697	158420868	144	-0.11706
cn101C	chr1	158421368	159806618	202	0.235605
cn101C	chr1	159808175	160624187	266	0.413278
cn101C	chr1	160624687	163340428	460	0.789437
cn101C	chr1	163343730	171341841	630	0.439058
cn101C	chr1	171342341	171738416	60	0.921774
cn101C	chr1	171738916	172131288	33	1.2232
cn101C	chr1	172132887	248918365	6827	0.105913
cn101C	chr2	41605	90525254	6755	-0.0233028
cn101C	chr2	91283966	242003780	12086	-0.0164263
cn101C	chr3	150500	198038669	15202	-0.0341401
cn101C	chr4	59429	9172672	1192	-0.0573049
cn101C	chr4	9368889	190026768	9469	-0.0471805
cn101C	chr5	140305	47365108	2385	-0.0243836
cn101C	chr5	49488671	181260815	9524	-0.0509416
cn101C	chr6	150500	32459319	3101	0.0148223
cn101C	chr6	32741441	170583749	9868	-0.0252887
cn101C	chr7	150500	143478798	10751	0.0178741
cn101C	chr7	143623899	159142547	1231	-0.0193345
cn101C	chr8	150500	145054159	8909	-0.11398
cn101C	chr9	154630	45525913	2611	-0.141837
cn101C	chr9	60497470	138177264	7303	-0.168381
cn101C	chr10	49179	39637386	2566	-0.0530559
cn101C	chr10	39933707	133626306	7732	-0.161875
cn101C	chr11	150500	2377047	684	0.749921
cn101C	chr11	2377547	89875073	9539	0.0391687
cn101C	chr11	90038692	134986058	3817	0.0431721
cn101C	chr12	99144	9443678	1625	-0.0406401
cn101C	chr12	9595271	133234356	12025	-0.151355
cn101C	chr13	15879861	32896063	1219	-0.104637
cn101C	chr13	32896063	45957297	898	0.158713
cn101C	chr13	45959482	57017795	650	-0.0972054
cn101C	chr13	57171357	114326283	2146	-0.024977
cn101C	chr14	15939217	106874055	7795	0.0509643
cn101C	chr15	16962086	84285874	7309	-0.0433456
cn101C	chr15	84603925	101922767	1370	-0.0144206
cn101C	chr16	47427	30187831	4299	0.188403
cn101C	chr16	30187939	31111391	399	0.00201785
cn101C	chr16	31111866	38428223	321	0.176029
cn101C	chr16	46324795	66378835	1481	0.024959
cn101C	chr16	66379335	90094829	3186	-0.154718
cn101C	chr17	156218	8588578	2416	-0.0822659
cn101C	chr17	8589078	20402085	1617	-0.232275
cn101C	chr17	20402585	32997003	1214	-0.04745
cn101C	chr17	32997442	37873703	602	0.100273
cn101C	chr17	38195871	83135126	7702	0.0262941
cn101C	chr18	117084	80247350	4285	-0.105754
cn101C	chr19	110970	25027980	6315	-0.100165
cn101C	chr19	27126811	58571429	7254	-0.0780748
cn101C	chr20	87707	64273602	6010	0.0806827
cn101C	chr21	4942906	46664374	2529	-0.052781
cn101C	chr22	10395631	50782296	4934	-0.0072913
cn101C	chrX	150500	120875450	7328	-0.783332
cn101C	chrX	121047962	156007790	2318	-0.791601
cn101C	chrY	2786986	9255287	119	0.457926
cn101C	chrY	9547584	12405975	25	1.83504
cn101C	chrY	12406795	12420322	3	-5.81681
cn101C	chrY	12420822	17476315	157	0.239603
cn101C	chrY	17476315	18466645	6	3.41781
cn101C	chrY	18467711	21386263	83	0.608933
cn101C	chrY	21386763	56959891	44	2.83904
cn105C	chr1	69381	125312698	13137	0.0621954
cn105C	chr1	143281044	145148682	19	-1.04
cn105C	chr1	145454648	152601018	1170	0.728289
cn105C	chr1	152601518	152614100	2	-21.9307
cn105C	chr1	152622831	155852773	962	0.726931
cn105C	chr1	155853273	248918365	9146	0.0463685
cn105C	chr2	41605	90525254	6755	-0.068738
cn105C	chr2	91283966	242003780	12086	0.0130563
cn105C	chr3	150500	85385210	7352	-0.0554015
cn105C	chr3	85386292	185917210	6828	0.110701
cn105C	chr3	185917710	198038669	1022	-0.159205
cn105C	chr4	59429	9172672	1192	-0.0788047
cn105C	chr4	9368889	49794062	1906	-0.113044
cn105C	chr4	49794062	52920872	86	0.455912
cn105C	chr4	52921372	54014121	59	1.0738
cn105C	chr4	54014621	61676324	374	0.466569
cn105C	chr4	61676824	190026768	7044	-0.108417
cn105C	chr5	140305	716865	116	0.817361
cn105C	chr5	717365	833809	18	0.170674
cn105C	chr5	837362	25203762	958	0.789209
cn105C	chr5	25203762	47365108	1293	0.548606
cn105C	chr5	49488671	181260815	9524	-0.118091
cn105C	chr6	150500	32459319	3101	0.348923
cn105C	chr6	32741441	33086242	83	0.157673
cn105C	chr6	33087072	38686976	1018	0.394478
cn105C	chr6	38687476	39229113	124	-0.164543
cn105C	chr6	39229613	44574578	984	0.374827
cn105C	chr6	44574578	48523178	270	1.10839
cn105C	chr6	48523178	56691887	684	0.773802
cn105C	chr6	56699651	57089751	30	0.254678
cn105C	chr6	57090251	170583749	6675	-0.179826
cn105C	chr7	150500	134867806	9688	0.0681924
cn105C	chr7	134868306	143478798	1063	0.500687
cn105C	chr7	143623899	159142547	1231	0.487453
cn105C	chr8	150500	145054159	8909	0.0145653
cn105C	chr9	154630	45525913	2611	0.0311849
cn105C	chr9	60497470	138177264	7303	-0.101189
cn105C	chr10	49179	39637386	2566	0.330176
cn105C	chr10	39933707	107764950	5635	-0.357746
cn105C	chr10	107764950	129536379	1693	0.273411
cn105C	chr10	129536879	133626306	404	-0.168498
cn105C	chr11	150500	36658516	3979	-0.0816301
cn105C	chr11	36659016	63361879	2606	0.246394
cn105C	chr11	63370054	89875073	3638	0.0276224
cn105C	chr11	90038692	134986058	3817	-0.0897204
cn105C	chr12	99144	9443678	1625	-0.379499
cn105C	chr12	9595271	133234356	12025	-0.0953036
cn105C	chr13	15879861	21378738	237	-0.177174
cn105C	chr13	21381432	29766752	669	0.130027
